,Rank,Name,Platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Action,Adventure,Fighting,Misc,Platform,Puzzle,Racing,RolePlaying,Shooter,Simulation,Sports,Strategy
1189,1190,Twisted Metal,PS,Sony Computer Entertainment,1.32,0.19,0,0.05,1.56,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1190,1191,Dark Souls III,PS4,Namco Bandai Games,0.58,0.44,0.33,0.21,1.56,NA,NA,NA,NA,NA,NA,NA,2016,NA,NA,NA,NA
1191,1192,Final Fight,SNES,Capcom,0.67,0.17,0.69,0.03,1.56,1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1192,1193,Dragon Quest Monsters 2,GB,Enix Corporation,0,0,1.56,0,1.56,NA,NA,NA,NA,NA,NA,NA,2001,NA,NA,NA,NA
1193,1194,Pokemon Pinball: Ruby & Sapphire,GBA,Nintendo,0.68,0.38,0.44,0.05,1.56,NA,NA,NA,2003,NA,NA,NA,NA,NA,NA,NA,NA
1194,1195,LEGO Marvel Super Heroes,PS4,Warner Bros. Interactive Entertainment,0.59,0.75,0.01,0.21,1.56,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1195,1196,Mafia II,X360,Take-Two Interactive,0.84,0.56,0,0.15,1.55,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1196,1197,Dishonored,PS3,Bethesda Softworks,0.72,0.54,0.04,0.25,1.55,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1197,1198,Stuntman,PS2,Atari,0.76,0.59,0,0.2,1.55,NA,NA,NA,NA,NA,NA,2002,NA,NA,NA,NA,NA
1198,1199,Tom Clancy's Rainbow Six 3,XB,Ubisoft,0.91,0.57,0,0.07,1.55,NA,NA,NA,NA,NA,NA,NA,NA,2003,NA,NA,NA
1199,1200,Active Life: Outdoor Challenge,Wii,Atari,0.79,0.44,0.19,0.14,1.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA
1200,1201,BioShock 2,PS3,Take-Two Interactive,0.85,0.47,0.02,0.22,1.55,NA,NA,NA,NA,NA,NA,NA,NA,2010,NA,NA,NA
1201,1202,007: The World is not Enough,N64,Electronic Arts,1.13,0.38,0.02,0.03,1.55,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1202,1203,Spider-Man 2: Enter: Electro,PS,Activision,0.57,0.87,0.02,0.09,1.55,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1203,1204,Watch Dogs,XOne,Ubisoft,0.9,0.53,0,0.13,1.55,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1204,1205,Star Wars: The Force Unleashed II,PS3,LucasArts,0.8,0.53,0,0.22,1.55,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1205,1206,Ni no Kuni: Wrath of the White Witch,PS3,Namco Bandai Games,0.6,0.51,0.21,0.23,1.55,NA,NA,NA,NA,NA,NA,NA,2011,NA,NA,NA,NA
1206,1207,Command & Conquer: Tiberian Sun,PC,Westwood Studios,1.55,0,0,0,1.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999
1207,1208,LEGO Battles: Ninjago,DS,Warner Bros. Interactive Entertainment,1.07,0.36,0,0.12,1.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1208,1209,Mario Party 10,WiiU,Nintendo,0.69,0.5,0.24,0.11,1.55,NA,NA,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA
1209,1210,Dead Rising 3,XOne,Microsoft Game Studios,1.06,0.35,0.01,0.12,1.54,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1210,1211,Resident Evil: The Umbrella Chronicles,Wii,Capcom,0.68,0.43,0.29,0.14,1.54,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1211,1212,Fire Emblem Fates,3DS,Nintendo,0.71,0.22,0.52,0.1,1.54,NA,NA,NA,NA,NA,NA,NA,2015,NA,NA,NA,NA
1212,1213,Dark Cloud,PS2,Sony Computer Entertainment,0.83,0.44,0.08,0.19,1.54,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA
1213,1214,Warcraft III: The Frozen Throne,PC,Activision,0.58,0.87,0,0.09,1.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003
1214,1215,Tom Clancy's Ghost Recon Advanced Warfighter,X360,Ubisoft,1.4,0.02,0.02,0.1,1.54,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,NA
1215,1216,Disney Fairies: Tinker Bell,DS,Disney Interactive Studios,0.86,0.52,0.01,0.15,1.54,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1216,1217,MVP Baseball 2005,PS2,Electronic Arts,1.26,0.07,0,0.21,1.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,NA
1217,1218,Die Hard Trilogy,PS,Fox Interactive,0.85,0.58,0,0.1,1.54,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA,NA,NA
1218,1219,Call of Duty: Black Ops II,PC,Activision,0.63,0.69,0,0.21,1.53,NA,NA,NA,NA,NA,NA,NA,NA,2012,NA,NA,NA
1219,1220,Fight Night Round 4,PS3,Electronic Arts,0.92,0.41,0,0.21,1.53,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA
1220,1221,MySims Kingdom,Wii,Electronic Arts,0.71,0.65,0.01,0.17,1.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA
1221,1222,The Simpsons Game,DS,Electronic Arts,0.57,0.79,0,0.17,1.53,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1222,1223,Mortal Kombat 3,SNES,Acclaim Entertainment,1.19,0.29,0,0.05,1.53,NA,NA,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA
1223,1224,NFL GameDay 99,PS,989 Studios,1.44,0.05,0,0.04,1.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,NA
1224,1225,Call of Duty: Modern Warfare: Reflex Edition,Wii,Activision,0.95,0.43,0,0.14,1.53,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,NA
1225,1226,FIFA 17,XOne,Electronic Arts,0.17,1.26,0,0.1,1.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,NA
1226,1227,Mario Golf: Toadstool Tour,GC,Nintendo,1.09,0.15,0.25,0.04,1.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,NA
1227,1228,Tiger Woods 99 PGA Tour Golf,PS,Electronic Arts,0.85,0.58,0,0.1,1.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA
1228,1229,Donkey Kong Country: Tropical Freeze,WiiU,Nintendo,0.73,0.52,0.15,0.12,1.52,NA,NA,NA,NA,2014,NA,NA,NA,NA,NA,NA,NA
1229,1230,Dead Space 2,X360,Electronic Arts,0.94,0.45,0,0.13,1.52,NA,NA,NA,NA,NA,NA,NA,NA,2011,NA,NA,NA
1230,1231,Sonic Rivals 2,PSP,Sega,0.44,0.69,0,0.39,1.52,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA
1231,1232,Knockout Kings,PS,Electronic Arts,1.07,0.39,0,0.06,1.52,NA,NA,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA
1232,1233,The Simpsons Skateboarding,PS2,Electronic Arts,0.36,0.9,0,0.27,1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,NA
1233,1234,NASCAR 98,PS,Electronic Arts,1.43,0.05,0,0.04,1.52,NA,NA,NA,NA,NA,NA,1996,NA,NA,NA,NA,NA
1234,1235,F1 Race,NES,Nintendo,0,0,1.52,0,1.52,NA,NA,NA,NA,NA,NA,1984,NA,NA,NA,NA,NA
1235,1236,Xevious,NES,Namco Bandai Games,0.18,0.06,1.27,0.01,1.52,NA,NA,NA,NA,NA,NA,NA,NA,1984,NA,NA,NA
1236,1237,NASCAR 99,PS,Electronic Arts,1.45,0.04,0,0.04,1.52,NA,NA,NA,NA,NA,NA,1998,NA,NA,NA,NA,NA
1237,1238,NBA Live 2000,PS,Electronic Arts,1.43,0.05,0,0.03,1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,NA
1238,1239,Mafia II,PS3,Take-Two Interactive,0.5,0.72,0.04,0.26,1.52,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1239,1240,Call of Duty 3,PS3,Activision,0.6,0.63,0.03,0.26,1.52,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,NA
1240,1241,Super Monkey Ball 2,GC,Atari,1.11,0.31,0.06,0.04,1.52,NA,NA,NA,NA,NA,2002,NA,NA,NA,NA,NA,NA
1241,1242,Pac-Man World 2,PS2,Namco Bandai Games,1.26,0.05,0,0.21,1.51,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1242,1243,Madden NFL 15,XOne,Electronic Arts,1.3,0.09,0,0.12,1.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,NA
1243,1244,Sonic & Sega All-Stars Racing,Wii,Sega,0.65,0.71,0,0.15,1.51,NA,NA,NA,NA,NA,NA,2010,NA,NA,NA,NA,NA
1244,1245,LEGO Star Wars III: The Clone Wars,X360,LucasArts,0.84,0.54,0,0.13,1.51,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1245,1246,Football Manager 2012,PC,Sega,0.02,1.16,0,0.34,1.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,NA
1246,1247,Puzzle & Dragons,3DS,GungHo,0,0,1.51,0,1.51,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,NA,NA
1247,1248,Mega Man 2,NES,Capcom,0.93,0.15,0.42,0.01,1.51,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1248,1249,Simpsons Wrestling,PS,Electronic Arts,0.23,1.16,0,0.11,1.51,NA,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA
1249,1250,NBA Live 98,PS,Electronic Arts,1.41,0.06,0,0.04,1.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA
1250,1251,The Simpsons Game,PS2,Electronic Arts,0.35,0.03,0,1.13,1.51,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1251,1252,Monopoly,PS,Hasbro Interactive,1.18,0.27,0,0.05,1.51,NA,NA,NA,1997,NA,NA,NA,NA,NA,NA,NA,NA
1252,1253,SoulCalibur II,GC,Namco Bandai Games,0.99,0.32,0.11,0.08,1.5,NA,NA,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA
1253,1254,Resistance 3,PS3,Sony Computer Entertainment,0.64,0.58,0.05,0.23,1.5,NA,NA,NA,NA,NA,NA,NA,NA,2011,NA,NA,NA
1254,1255,Tokyo Xtreme Racer Zero,PS2,Crave Entertainment,0.66,0.52,0.15,0.17,1.5,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA
1255,1256,Final Fantasy XIV: A Realm Reborn,PC,Square Enix,0.86,0.48,0,0.17,1.5,NA,NA,NA,NA,NA,NA,NA,2010,NA,NA,NA,NA
1256,1257,NFL Blitz,PS,Midway Games,1.41,0.05,0,0.04,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,NA
1257,1258,Red Faction II,PS2,THQ,0.49,0.78,0,0.23,1.5,NA,NA,NA,NA,NA,NA,NA,NA,2002,NA,NA,NA
1258,1259,Super Scribblenauts,DS,Warner Bros. Interactive Entertainment,1.08,0.31,0,0.11,1.5,NA,NA,NA,NA,NA,2010,NA,NA,NA,NA,NA,NA
1259,1260,Madden NFL 2001,PS2,Electronic Arts,1.19,0.07,0.05,0.2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA
1260,1261,WWF No Mercy,N64,THQ,1.2,0.27,0.02,0.02,1.5,NA,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA
1261,1262,Ice Climber,nes,Nintendo,0.46,0.1,0.92,0.02,1.5,NA,NA,NA,NA,1985,NA,NA,NA,NA,NA,NA,NA
1262,1263,Sonic CD,SCD,Sega,1,0.36,0.09,0.05,1.5,NA,NA,NA,NA,1993,NA,NA,NA,NA,NA,NA,NA
1263,1264,Ninja Hattori Kun: Ninja wa Shuugyou Degogiru no Maki,NES,Hudson Soft,0,0,1.5,0,1.5,NA,NA,NA,NA,1986,NA,NA,NA,NA,NA,NA,NA
1264,1265,Dead Rising 2,X360,Capcom,0.75,0.53,0.09,0.12,1.5,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1265,1266,Rock Band 2,PS3,MTV Games,1.13,0.2,0,0.16,1.5,NA,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA
1266,1267,Pac-Man World,PS,Namco Bandai Games,1.21,0.14,0.1,0.04,1.5,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1267,1268,Disney Sing It: Pop Hits,Wii,Disney Interactive Studios,1.08,0.28,0,0.13,1.49,NA,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA
1268,1269,Final Fantasy: Crystal Chronicles,GC,Nintendo,0.72,0.38,0.36,0.04,1.49,NA,NA,NA,NA,NA,NA,NA,2003,NA,NA,NA,NA
1269,1270,Medal of Honor: Frontline,XB,Electronic Arts,1,0.43,0,0.06,1.49,NA,NA,NA,NA,NA,NA,NA,NA,2002,NA,NA,NA
1270,1271,Madden NFL 09,PS2,Electronic Arts,1.22,0,0,0.27,1.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA
1271,1272,Drawn To Life: SpongeBob SquarePants Edition,DS,THQ,1,0.36,0,0.13,1.49,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1272,1273,Banjo-Tooie,N64,Nintendo,0.82,0.36,0.25,0.06,1.49,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,NA
1273,1274,Buzz! The BIG Quiz,PS2,Sony Computer Entertainment,0,1.1,0,0.39,1.49,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA
1274,1275,007: Quantum of Solace,X360,Activision,0.82,0.52,0.01,0.14,1.49,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1275,1276,The Sims 3,Wii,Electronic Arts,0.61,0.73,0,0.15,1.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,NA,NA
1276,1277,New Play Control! Mario Power Tennis,Wii,Nintendo,0.37,0.69,0.28,0.14,1.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA
1277,1278,Bratz: Forever Diamondz,DS,THQ,0.43,0.88,0,0.18,1.48,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1278,1279,Dirge of Cerberus: Final Fantasy VII,PS2,Square Enix,0.47,0.37,0.52,0.12,1.48,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,NA
1279,1280,Nintendo World Cup,NES,Nintendo,0.28,0.5,0.65,0.05,1.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,NA
1280,1281,WWF WrestleMania 2000,N64,THQ,1.2,0.25,0.02,0.02,1.48,NA,NA,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA
1281,1282,Wario Land II,GB,Nintendo,0.7,0.35,0.39,0.04,1.48,NA,NA,NA,NA,1997,NA,NA,NA,NA,NA,NA,NA
1282,1283,Mass Effect 2,PS3,Electronic Arts,0.78,0.47,0.03,0.2,1.48,NA,NA,NA,NA,NA,NA,NA,2011,NA,NA,NA,NA
1283,1284,Major League Baseball 2K5,PS2,Take-Two Interactive,0.72,0.56,0,0.19,1.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,NA
1284,1285,Fight Night 2004,PS2,Electronic Arts,1.08,0.2,0,0.2,1.48,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA
1285,1286,Tom Clancy's Splinter Cell: Pandora Tomorrow,XB,Ubisoft,0.82,0.59,0,0.07,1.48,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1286,1287,Imagine: Master Chef,DS,Ubisoft,0.39,0.92,0,0.17,1.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA
1287,1288,Assassin's Creed III: Liberation,PSV,Ubisoft,0.58,0.55,0.06,0.28,1.47,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1288,1289,SoulCalibur IV,PS3,Ubisoft,0.72,0.41,0.14,0.2,1.47,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA
1289,1290,Mario Golf,N64,Nintendo,0.62,0.18,0.65,0.02,1.47,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1290,1291,Disney Princess,GBA,THQ,1.04,0.37,0,0.06,1.47,NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,NA,NA
1291,1292,Fight Night Round 3,X360,Electronic Arts,1.33,0.03,0.01,0.1,1.47,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA
1292,1293,Metal Gear Rising: Revengeance,PS3,Konami Digital Entertainment,0.45,0.4,0.44,0.18,1.47,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1293,1294,Chrono Trigger,DS,Square Enix,0.69,0.2,0.49,0.09,1.47,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,NA,NA
1294,1295,Star Wars: The Force Unleashed II,X360,LucasArts,0.95,0.4,0,0.12,1.47,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1295,1296,The House of the Dead 2 & 3 Return,Wii,Sega,0.78,0.5,0.03,0.15,1.47,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,NA
1296,1297,Disney Princess: Magical Jewels,DS,Disney Interactive Studios,1.15,0.2,0,0.12,1.47,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1297,1298,LittleBigPlanet PS Vita,PSV,Sony Computer Entertainment,0.4,0.72,0.02,0.33,1.47,NA,NA,NA,NA,2012,NA,NA,NA,NA,NA,NA,NA
1298,1299,Xenogears,PS,SquareSoft,0.29,0.19,0.89,0.1,1.46,NA,NA,NA,NA,NA,NA,NA,1998,NA,NA,NA,NA
1299,1300,The SpongeBob SquarePants Movie,GBA,THQ,1.02,0.38,0,0.06,1.46,NA,NA,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA
1300,1301,Tom Clancy's Ghost Recon: Future Soldier,X360,Ubisoft,0.93,0.4,0.02,0.12,1.46,NA,NA,NA,NA,NA,NA,NA,NA,2012,NA,NA,NA
1301,1302,Battlefield: Bad Company,X360,Electronic Arts,0.81,0.46,0.04,0.15,1.46,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,NA
1302,1303,Midway Arcade Treasures,PS2,Midway Games,0.72,0.56,0,0.19,1.46,NA,NA,NA,2003,NA,NA,NA,NA,NA,NA,NA,NA
1303,1304,Wall-E,DS,THQ,0.46,0.83,0,0.17,1.46,NA,NA,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA
1304,1305,Triple Play 99,PS,EA Sports,0.81,0.55,0,0.1,1.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,NA
1305,1306,Homefront,X360,THQ,0.83,0.48,0.02,0.12,1.46,NA,NA,NA,NA,NA,NA,NA,NA,2011,NA,NA,NA
1306,1307,Super Monkey Ball,GC,Atari,0.95,0.37,0.1,0.04,1.46,NA,NA,NA,NA,NA,2001,NA,NA,NA,NA,NA,NA
1307,1308,Donkey Kong,2600,Coleco,1.36,0.08,0,0.02,1.46,NA,NA,NA,NA,1981,NA,NA,NA,NA,NA,NA,NA
1308,1309,Mortal Kombat 4,PS,GT Interactive,0.81,0.55,0,0.1,1.46,NA,NA,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA
1309,1310,Mario Superstar Baseball,GC,Nintendo,0.93,0.24,0.25,0.04,1.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,NA
1310,1311,Mass Effect 3,PS3,Electronic Arts,0.63,0.59,0.03,0.21,1.46,NA,NA,NA,NA,NA,NA,NA,2012,NA,NA,NA,NA
1311,1312,LEGO Batman 2: DC Super Heroes,Wii,Warner Bros. Interactive Entertainment,0.94,0.4,0,0.11,1.46,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1312,1313,Medal of Honor: Warfighter,PS3,Electronic Arts,0.47,0.65,0.06,0.28,1.46,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1313,1314,WCW vs the World,PS,THQ,1.17,0.2,0.04,0.05,1.46,NA,NA,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA
1314,1315,SNK vs. Capcom: The Match of the Millennium,PSP,Sega,0.53,0.58,0,0.35,1.46,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA
1315,1316,LEGO City Undercover,3DS,Nintendo,0.51,0.75,0.07,0.12,1.46,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA,NA
1316,1317,Onimusha 3: Demon Siege,PS2,Capcom,0.37,0.47,0.54,0.07,1.45,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1317,1318,Diablo III,X360,Activision,0.89,0.44,0,0.12,1.45,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,NA,NA
1318,1319,Batman: Arkham Knight,XOne,Warner Bros. Interactive Entertainment,0.86,0.46,0,0.13,1.45,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1319,1320,BioShock,PS3,Take-Two Interactive,0.75,0.49,0.01,0.21,1.45,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,NA
1320,1321,Red Dead Revolver,PS2,Take-Two Interactive,0.71,0.55,0,0.19,1.45,NA,NA,NA,NA,NA,NA,NA,NA,2004,NA,NA,NA
1321,1322,Anno 2070,PC,Ubisoft,0,1.13,0,0.32,1.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1322,1323,Resident Evil: Outbreak,PS2,Capcom,0.54,0.35,0.46,0.1,1.45,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1323,1324,Smarty Pants,Wii,Electronic Arts,0.53,0.76,0,0.16,1.45,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA
1324,1325,Tamagotchi,GB,Namco Bandai Games,0,0,1.44,0.01,1.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA,NA
1325,1326,4 Nin uchi Mahjong,NES,Nintendo,0,0,1.45,0,1.45,NA,NA,NA,1984,NA,NA,NA,NA,NA,NA,NA,NA
1326,1327,Dragon Ball Z,SNES,Namco Bandai Games,0,0,1.45,0,1.45,NA,NA,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA
1327,1328,Game de Hakken!! Tamagotchi 2,GB,Namco Bandai Games,0,0,1.44,0.01,1.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA,NA
1328,1329,Namco Museum 64,N64,Namco Bandai Games,1.24,0.17,0.03,0.01,1.45,NA,NA,NA,1999,NA,NA,NA,NA,NA,NA,NA,NA
1329,1330,Hasbro Family Game Night,Wii,Electronic Arts,0.97,0.34,0,0.13,1.45,NA,NA,NA,NA,NA,2008,NA,NA,NA,NA,NA,NA
1330,1331,Dragon Quest Monsters: Joker 2,DS,Square Enix,0.11,0.08,1.24,0.02,1.45,NA,NA,NA,NA,NA,NA,NA,2010,NA,NA,NA,NA
1331,1332,Tony Hawk's American Wasteland (Weekly american sales),PS2,Activision,1.38,0.05,0,0.02,1.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,NA
1332,1333,My Word Coach,DS,Ubisoft,0.37,0.9,0,0.18,1.45,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA
1333,1334,Hello Kitty Party,DS,Rising Star Games,0.79,0.53,0,0.13,1.44,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA
1334,1335,SingStar Pop,PS2,Sony Computer Entertainment,0.04,1.08,0,0.32,1.44,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA
1335,1336,Sonic Rivals,PSP,Sega,0.73,0.42,0,0.28,1.44,NA,NA,NA,NA,NA,NA,2006,NA,NA,NA,NA,NA
1336,1337,SimCity (2013),PC,Electronic Arts,0.48,0.77,0,0.19,1.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA
1337,1338,Kirby Super Star,SNES,Nintendo,0.26,0.07,1.09,0.02,1.44,NA,NA,NA,NA,1996,NA,NA,NA,NA,NA,NA,NA
1338,1339,Far Cry 4,PS3,Ubisoft,0.33,0.79,0.08,0.23,1.44,NA,NA,NA,NA,NA,NA,NA,NA,2014,NA,NA,NA
1339,1340,WWE SmackDown vs Raw 2008,X360,THQ,0.92,0.38,0,0.13,1.44,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA
1340,1341,Kinect Joy Ride,X360,Microsoft Game Studios,0.92,0.4,0,0.12,1.44,NA,NA,NA,NA,NA,NA,2010,NA,NA,NA,NA,NA
1341,1342,Rayman Raving Rabbids,Wii,Ubisoft,1.23,0.07,0.02,0.11,1.44,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA
1342,1343,Need for Speed Rivals,PS3,Electronic Arts,0.33,0.74,0.05,0.31,1.44,NA,NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA
1343,1344,Tiger Woods PGA Tour 2005,PS2,Electronic Arts,1.03,0.32,0,0.09,1.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,NA
1344,1345,Dead Space 2,PS3,Electronic Arts,0.73,0.5,0,0.21,1.44,NA,NA,NA,NA,NA,NA,NA,NA,2011,NA,NA,NA
1345,1346,NCAA Football 2003,PS2,Electronic Arts,1.16,0.08,0,0.19,1.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,NA
1346,1347,Frogger 2: Swampy's Revenge,PS,Hasbro Interactive,0.8,0.54,0,0.09,1.43,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1347,1348,Disney Infinity,X360,Disney Interactive Studios,0.96,0.37,0,0.11,1.43,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1348,1349,LEGO Indiana Jones 2: The Adventure Continues,Wii,Activision,0.91,0.39,0,0.13,1.43,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1349,1350,Sonic's Ultimate Genesis Collection,X360,Sega,0.85,0.46,0,0.13,1.43,NA,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA
1350,1351,Tiger Woods PGA Tour 09 All-Play,Wii,Electronic Arts,0.81,0.48,0,0.14,1.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA
1351,1352,Disney's DuckTales,GB,Capcom,0.82,0.23,0.35,0.03,1.43,NA,NA,NA,NA,1988,NA,NA,NA,NA,NA,NA,NA
1352,1353,Classic NES Series: Super Mario Bros.,GBA,Nintendo,0,0,1.39,0.03,1.43,NA,NA,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA
1353,1354,Triple Play 2000,PS,Electronic Arts,0.79,0.54,0,0.09,1.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,NA
1354,1355,Dragon Quest VII: Warriors of Eden,3DS,Square Enix,0.07,0.04,1.3,0.01,1.42,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,NA,NA
